course_code,subject,course_number,instructor_name,instructor_avg_gpa,gpa_delta_from_course
ITAL 156,ITAL,156,"Incoronato, C.",3.97,0.58
ITAL 156,ITAL,156,"Rota, E.",3.16,-0.21
ITAL 240,ITAL,240,"Stoppino, E.",3.74,
