course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
PSYC 331,PSYC,331,Cognitive Psych Lab,4 Hours,"Examination of the methods used to study human thought processes, including attention, memory, decision-making, language and concepts. Students will learn to design, carry out, and report research in cognitive psychology. Prerequisite: PSYC 224 or PSYC 248; PSYC 235.",Prerequisite: PSYC 224 or PSYC 248; PSYC 235.,,,,,3.36
PSYC 332,PSYC,332,Social Psych Methods Lab,4 Hours,Lecture and laboratory in the methods and techniques of social psychology research in laboratory settings. Prerequisite: PSYC 201; PSYC 235 or equivalent.,Prerequisite: PSYC 201; PSYC 235 or equivalent.,,,,,3.47
PSYC 333,PSYC,333,Social Psych in Society Lab,4 Hours,Methods and techniques of social psychological research in natural settings. Students formulate and carry out research problems using procedures appropriate for research in natural settings. Prerequisite: PSYC 201; PSYC 235 or SOC 280.,Prerequisite: PSYC 201; PSYC 235 or SOC 280.,,,,,3.30
PSYC 334,PSYC,334,Perception Lab,4 Hours,"Examination of the research methods used to study human visual and spatial processes, including visual illusion, attention, imagery, navigation and spatial memory. Students will learn to design, carry out, and report psychological research. Prerequisite: PSYC 230 and statistics (PSYC 235 or equivalent).",Prerequisite: PSYC 230 and statistics (PSYC 235 or equivalent).,,,,,
PSYC 336,PSYC,336,Topics in Clin/Comm Psych,3 Hours,"Survey and critical review of subdisciplines in clinical/community psychology; concepts, methods, and assessments, intervention strategies and tactics. Subdisciplines addressed will vary. See Class Schedule for current titles. May be repeated with approval to a maximum of 6 undergraduate hours in same term, or to a maximum of 9 undergraduate hours in subsequent terms. Prerequisite: PSYC 238 or PSYC 239 or both depending on topic.",Prerequisite: PSYC 238 or PSYC 239 or both depending on topic.,,,,,3.55
PSYC 338,PSYC,338,Neurodiversity in Practice,3 Hours,"Examination of neurodiversity as an interdisciplinary framework for understanding neurological differences across individual, social, and institutional contexts. The course covers lived experiences of neurodivergent individuals, integrating perspectives from psychology, disability studies, education, and policy to examine communication across neurotypes, sensory and cognitive diversity, disability law and ethics, access to services, and participation in schools, workplaces, and community settings. Students engage in case analysis, structured discussion, and a collaborative group project that advances inclusion and equity. Prerequisite: PSYC 100 (or consent of instructor). Restricted to students with junior or senior standing.",Prerequisite: PSYC 100 (or consent of instructor).,,,,,
PSYC 339,PSYC,339,Restorative Justice: Principles and Methods,3 Hours,"Pulling from a variety of applied disciplines and areas of scholarship, this course provides an overview of the contemporary restorative justice movement and critically examines restorative justice principles and methods. Starting with the problems and limitations associated with mainstream (punitive) responses to crime and rule violations, we examine how restorative justice presents an alternative set of philosophical principles of justice and seek to understand the costs and benefits associated with the different methods developed to apply that philosophy.",,,,,,3.73
PSYC 340,PSYC,340,Community Projects,4 Hours,"Principles of psychology applied to service problems in the community; students serve as nonprofessional mental health workers in supervised experiences in schools, hospitals, and other nontraditional settings. May be repeated in the same or subsequent terms to a maximum of 8 undergraduate hours. Prerequisite: PSYC 100; junior or senior standing; and consent of instructor. Individual sections may require additional courses and prerequisites - consult the instructor.",Prerequisite: PSYC 100; junior or senior standing; and consent of instructor.,,,,,3.80
PSYC 341,PSYC,341,Advanced Community Projects,4 Hours,Advanced discussion and practicum on principles of psychology which may supplement mental health and other human services in a community. Students serve as nonprofessional mental health workers in supervised experiences in school hospitals and other nontraditional settings. May be repeated in the same or subsequent terms to a maximum of 8 undergraduate hours. Prerequisite: PSYC 340 and consent of instructor.,Prerequisite: PSYC 340 and consent of instructor.,,,,,3.82
PSYC 345,PSYC,345,Introduction to Facilitating Group Dialogue,3 Hours,"Overview of the skills and knowledge needed to facilitate diverse group interactions. The primary group facilitation method, which will be structured around Critical-Dialogic Intergroup Dialogue, will help students explore the impact of various identities on group dynamics and relationships, how systems shape group dynamics and interpersonal relationships, and how we can move beyond traditional debate or simple conversation to foster deep engagement across various identities. Prerequisite: PSYC 201; or consent of Instructor.",Prerequisite: PSYC 201; or consent of Instructor.,,,,,
PSYC 350,PSYC,350,Personality Lab,4 Hours,"Study of personality emphasizing active participation in designing, conducting, analyzing, and presenting of research; lectures concern the practical aspects of research methodology and the philosophy of personality research; and laboratory involves conducting original research in small groups. Prerequisite: PSYC 235 or equivalent; and PSYC 250 or consent of instructor; completion of campus Composition I general education requirement.",Prerequisite: PSYC 235 or equivalent; and PSYC 250 or consent of instructor; completion of campus Composition I general education requirement.,,,,,3.77
PSYC 353,PSYC,353,Social Cognition,3 Hours,"Analysis of theory and research on problems related to the manner in which persons judge themselves and others on the basis of information received; topics include impression formation integration, determinants of interpersonal attractions, and attribution processes. Prerequisite: PSYC 201 and PSYC 235, or consent of instructor.","Prerequisite: PSYC 201 and PSYC 235, or consent of instructor.",,,,,3.17
PSYC 355,PSYC,355,The Attentive Mind,3 Hours,"In this class, we will study basic mechanisms of attention, how researchers investigate attention, and how these basic concepts are used in design, legal, and engineering applications. We will also cover a wide range of attention-related topics, including multi-tasking, mind-wandering, mindfulness, neuropsychological disorders of attention (such as spatial neglect), and ADHD. This is an active learning course involving weekly group activities and discussions.",,,,,,3.55
PSYC 358,PSYC,358,Human Factors,4 Hours,Same as IE 340. See IE 340.,,,,,,
