course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
ENGL 121,ENGL,121,Introduction to Comics,3 Hours,"Introduction to graphic narratives---comic books, comic strips, graphic novels, manga, webcomics, and so on---from a diverse panoply of cultural, formal, and historical traditions.",,,Humanities - Lit & Arts,,,
ENGL 122,ENGL,122,The Middle Ages in Popular Culture,3 Hours,"Explores the use of medievalism in contemporary popular culture. Instructors may draw from film, television, music, fiction, graphic novels, gaming, and other sources, and they approach the material from a variety of cultural, historical, and aesthetic traditions. The goal of the course will be to understand how the medieval periods of world cultures have been reinvented in modern times, and how modernity has been constructed in relation and in opposition to the medieval imaginary. Same as MDVL 122.",,,Humanities - Lit & Arts,,,
ENGL 150,ENGL,150,Black Literature in America,3 Hours,Same as AFRO 105. See AFRO 105.,,,"Humanities - Lit & Arts
Cultural Studies - US Minority",,,
ENGL 199,ENGL,199,Undergraduate Open Seminar,1 to 5 Hours,Topics course that varies each semester and by section. The topics offered each semester will be listed in the Class Schedule. Approved for letter and S/U grading. May be repeated.,,,,,,
ENGL 200,ENGL,200,Introduction to the Study of Literature and Culture,3 Hours,"Introduction to the study of literature in the twenty-first century. This course will expand your sense of what literature is and where it happens, including discussion of old and new literary forms (from novels, poems, and plays to comic books, video games, and films). Along the way, students will explore some of the literary and cultural opportunities (such as author readings, scholarly talks, and performances) available to them on a large public university campus, with two goals in mind: to develop your critical interpretive skills and to acquaint you with the discipline of literary studies as it is being practiced all around us today, both inside and outside the conventional classroom.",,,Humanities - Lit & Arts,,,
ENGL 202,ENGL,202,Medieval Literature and Culture,3 Hours,"Introduction to the diverse literatures and cultures of the global Middle Ages (approximately 500-1500 CE). Students will read works by medieval authors in Modern English translation, with particular attention to placing works in their historical and material contexts. Same as CWL 253 and MDVL 201. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 204,ENGL,204,Renaissance Literature and Culture,3 Hours,Readings in English and continental literary masterpieces with attention to significant cultural influences. Same as CWL 255. Prerequisite: Completion of the Composition I requirement.,Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 206,ENGL,206,Enlightenment Literature and Culture,3 Hours,"Study in Anglophone and global texts from the period 1600 to 1800, with attention to cultural and historical contexts. Same as CWL 257. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 207,ENGL,207,Romantic Literature and Culture,3 Hours,"An introduction to the literature, philosophy, fine arts, and social criticism of the Romantic era, with attention to broader cultural and historical issues. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 208,ENGL,208,Victorian Literature and Culture,3 Hours,"While Queen Victoria was on the throne (1837-1901), Britain became a world power, but often looked backwards to the lovely worlds of the past. Many of the era’s great literary works reflect this tension between realism and romance: between the realism of being a poor governess and the romance of finding true love in Jane Eyre; the tragedy of losing your best friend and the hope of emotional survival in In Memoriam; the practical work of building a useful device and the fantasy of visiting the dystopian future in The Time Machine. Literature studied in this class will include poetry, prose, drama, and fiction, possibly including works by Charlotte Brontë, Charles Dickens, Elizabeth Gaskell, Mary Seacole, Thomas Carlyle, Alfred Tennyson, Robert Browning, Christina Rossetti, William Morris, Oscar Wilde, H.G. Wells, Olive Schreiner, or George Bernard Shaw. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 209,ENGL,209,Early British Literature and Culture,3 Hours,"[IAI Code: H3912] Surveys the literature of the British Isles from the early Middle Ages through the eighteenth century. A representative selection of authors—some famous (e.g., Chaucer, Shakespeare, and Milton), some lesser-known (e.g., Marie de France, Mary Wroth, and Eliza Haywood), and some unknown (e.g., the anonymous Beowulf and Gawain-poets)—will enable students to explore the breadth of early English, Irish, Scottish, and Welsh literatures and the historical contexts that shaped their development. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 211,ENGL,211,Introduction to Modern African Literature,3 Hours,Same as AFST 210 and CWL 210. See AFST 210.,,,"Humanities - Lit & Arts
Cultural Studies - Non-West",,,
ENGL 213,ENGL,213,Modernist Literature and Culture,3 Hours,"Study of literature, philosophy, visual and performing arts, social criticism, and popular sciences of the Anglo-American modernist period (approximately 1900-1950), with attention to broad cultural issues. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 216,ENGL,216,Legends of King Arthur,3 Hours,"Arthurian myth and legend is one of the most enduring literary traditions of Western Europe, and the characters of Arthur, Merlin, Guinevere, Lancelot, Gawain and Mordred were as popular in the Middle Ages as they are today. Originating in early medieval Wales, the legends traveled through England to France and Germany and throughout the modern world. Students will study the development of the Arthurian tradition in chronicles, poetry, romances, lais, and fabliaux, comparing variations across cultural and historical boundaries. Same as CWL 216 and MDVL 216. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 218,ENGL,218,Introduction to Shakespeare,3 Hours,"[IAI Code: H3905] Representative readings of Shakespeare's drama and poetry in the context of his age, with emphasis on major plays; selections vary from section to section. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,Humanities - Lit & Arts,,,
ENGL 219,ENGL,219,Literature and Medicine,3 Hours,"Introduction to the interchange between the medical and literary imaginations – how diseases, bodies, and minds get written about and represented culturally. The premise of the course is that ideas and experiences concerning our health are always mediated through the literature we read, the films we watch, and the stories we tell our doctors and that they tell us. Our focus will be on how literature and film have played and continue to play a crucial role in understanding health on local, national, and global scales.",,,Humanities - Lit & Arts,,,
ENGL 220,ENGL,220,Literature and Science,3 Hours,"Explores the mutual influences of science and literature in some key literary and non-literary texts. Covers scientific texts, literary works, and cultural theory to explore how and why scientific knowledge is intimately linked to literature.",,,Humanities - Lit & Arts,,,
ENGL 221,ENGL,221,Speculative Futures,3 Hours,"Introduces majors and non-majors to several important conversations arising from the expansive genre of speculative fiction. In this course students will explore some of the most profound, disturbing, and downright bizarre imaginings of the future that human beings have generated. Climate change, ageing, fascist regimes, reproductive rights, technological failures, scientific advancements, and apocalypse are just a few of the possible topics for this class. Course materials will be drawn from literary works, contemporary and historical scientific developments, and cultural theory to explore how and why speculative futures are linked to specific cultural contexts, technologies, and social schemes.",,,,,,
ENGL 222,ENGL,222,Jewish American and US Minority Literatures in Dialogue,3 Hours,Same as CWL 209 and JS 209. See JS 209.,,,"Humanities - Lit & Arts
Cultural Studies - US Minority",,,
ENGL 223,ENGL,223,Jewish Storytelling,3 Hours,"Same as CWL 221, JS 220, REL 220, and YDSH 220. See YDSH 220.",,,,,,
ENGL 224,ENGL,224,Latina/o Popular Culture,3 Hours,Same as LLS 240 and SPAN 240. See LLS 240.,,,Cultural Studies - US Minority,,,
ENGL 225,ENGL,225,Intro to Latina/o Literature,3 Hours,Same as LLS 242 and SPAN 242. See LLS 242.,,,"Humanities - Lit & Arts
Cultural Studies - US Minority",,,
ENGL 237,ENGL,237,Nineteenth-Century British Fiction,3 Hours,"Focuses on novels and short stories produced in Britain and Ireland between approximately 1800 and 1900. Students will learn to read these texts both as exemplars of literary form and expressions of Regency and Victorian culture. Authors taught may include Jane Austen, Mary Shelley, Walter Scott, Charlotte Brontë, Emily Brontë, Charles Dickens, George Eliot, Wilkie Collins, Oscar Wilde, Bram Stoker, Olive Schreiner, Arthur Conan Doyle, and H.G. Wells. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 241,ENGL,241,Modern Poetry,3 Hours,"Studies poetry in English during the first half of the twentieth century, including Modernist experimentalism and its aftermath. Class time focuses on close readings of poems by major figures such as W. B. Yeats, T. S. Eliot, Ezra Pound, H.D., Hart Crane, Claude McKay, Robert Lowell, Elizabeth Bishop, W. H. Auden, and Langston Hughes. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,Cultural Studies - Western,,,
ENGL 242,ENGL,242,Contemporary Poetry,3 Hours,"Explores the diversity of poetry in English from 1960 to the present, focusing on various poetic movements (the Beats, confessionals, New York school, ecopoetics, postcolonial poetry, poetry of witness, and spoken word). Poets for consideration include Allen Ginsberg, Sylvia Plath, Adrienne Rich, Frank O’Hara, Gary Snyder, Derek Walcott, Carolyn Forché, Sharon Olds, Rita Dove, and Mark Doty. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,,,,
ENGL 245,ENGL,245,The Short Story,3 Hours,Historical and critical study of the short story (American and European) from the early nineteenth century to the present. Same as CWL 267. Prerequisite: Completion of the Composition I requirement.,Prerequisite: Completion of the Composition I requirement.,,Humanities - Lit & Arts,,,
ENGL 250,ENGL,250,Nineteenth-Century American Fiction,3 Hours,"Nineteenth-century fiction gave us some of the most iconic images in American culture--the scarlet letter, the white whale--and some of the most captivating works about American life and society. This course will explore how fictional texts articulated the problems of nineteenth-century democracy, including the crises over slavery leading to the Civil War, and the rise of large-scale capitalism and urban modernity later in the century. We will look at such literary movements as sentimentalism, sensationalism, realism, and naturalism, among others. Writers studied might include Herman Melville, Edith Wharton, Nathaniel Hawthorne, Harriet Beecher Stowe, Henry James, Charles Chesnutt, Mark Twain, Pauline Hopkins, Catharine Maria Sedgwick, and many others. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 251,ENGL,251,The Twentieth-Century American Novel,3 Hours,Critical study of selected American novels from the twentieth century. Prerequisite: Completion of the Composition I requirement.,Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 253,ENGL,253,"New Media, Literature, and the Arts",3 Hours,"Introduction to the role technological invention has played in history of print media and how aesthetics are changing with the advent of new media, such as social media, software, and video games. We will consider material formats, genres, and modes of production along with the cultural, political, and societal implications of different forms and formats.",,,Humanities - Lit & Arts,,,
ENGL 255,ENGL,255,Early American Literature and Culture,3 Hours,"[IAI Code: H3914] This large-scale survey course offers students background in a wide range of genres, authors, and texts, focusing on ""early American literature,"" which ranges from pre-Columbian indigenous narratives to nineteenth century novels, poems, and plays. The material studied ranges across multiple centuries and continents, and includes a wide variety of racial, ethnic, and gendered perspectives. Writers may include Christopher Columbus, Anne Bradstreet, Benjamin Franklin, Phillis Wheatley, William Apess, Nathaniel Hawthorne, Edgar Allan Poe, Frederick Douglass, Henry David Thoreau, Herman Melville, Harriet Jacobs, Walt Whitman, and Emily Dickinson. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 259,ENGL,259,Early African American Literature and Culture,3 Hours,"[IAI Code: H3910D] An introduction to the study of early African American literary and cultural production, ranging from the earliest writings by African descended people in British North America in the eighteenth century to the end of World War I. At each turn, we will situate texts in their cultural and historical contexts, attending not only to the specificity of a particular text's moment, but also to the forces of contingency and tradition at play in the construction of literary, cultural, and political communities. Throughout our discussions we will think about both the ""African-ness"" and ""American-ness"" of African American literature as collective and imaginative processes. Early African Americans wrote for a variety of reasons—philosophical, political, pleasurable, instrumental—and protesting slavery and racism was just one (albeit an important one) among many of those reasons. We will read letters, poems, sermons, songs, constitutions and bylaws for religious and civic organizations, stories, and texts that defy easy categorization. Writers may include Phillis Wheatley, David Walker, Maria Stewart, Frederick Douglass, Harriet Jacobs, Frances E.W. Harper, William Wells Brown, W.E.B. Du Bois, Pauline Hopkins, Charles Chesnutt, Paul Lawrence Dunbar, Alice Dunbar Nelson, and Ida B. Wells. Same as AFRO 259 and CWL 259. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,Cultural Studies - US Minority,,,
ENGL 260,ENGL,260,Modern African American Literature and Culture,3 Hours,[IAI Code: H3910D] Historical and critical study of African American literature in its social and cultural context between 1915 and 1980. Same as AFRO 260 and CWL 260. Prerequisite: Completion of the Composition I requirement.,Prerequisite: Completion of the Composition I requirement.,,Cultural Studies - US Minority,,,
ENGL 261,ENGL,261,Topics in Literature and Culture,3 Hours,"Introductory study of variety of topics in literature and culture, including those that bridge traditional historical periods, focus on themes or movements, and cross disciplinary boundaries. May be repeated up to 6 hours, if topics vary. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,,,,
ENGL 265,ENGL,265,Intro to American Indian Lit,3 Hours,Same as AIS 265. See AIS 265.,,,"Humanities - Lit & Arts
Cultural Studies - US Minority",,,
ENGL 266,ENGL,266,Grimm's Fairy Tales in Context,3 Hours,Same as CWL 254 and GER 251. See GER 251.,,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 267,ENGL,267,Grimms' Fairy Tales - ACP,3 Hours,Same as CWL 250 and GER 250. See GER 250.,,,,,,
ENGL 268,ENGL,268,The Holocaust in Context - ACP,3 Hours,Same as CWL 271 and GER 260. See GER 260.,,,,,,
ENGL 269,ENGL,269,The Holocaust in Context,3 Hours,"Same as CWL 273, GER 261, and JS 261. See GER 261.",,,"Humanities - Lit & Arts
Cultural Studies - Western",,,
ENGL 270,ENGL,270,American Film Genres,3 Hours,"Introduction to the study of the dominant genres or types of U.S. cinema. Examines the elements that constitute genres (such as visual and narrative patterns), the formation and reshaping of genres by filmmakers and the entertainment industry, the social and cultural factors that influence the genre cycles and subgenres, and the landmark works of each genre. The course may treat several genres in historical perspective or focus on a single genre.",,,Humanities - Lit & Arts,,,
ENGL 273,ENGL,273,"American Cinema, 1950-2000",3 Hours,"Explores key issues in America cinema during the second half of the twentieth century, connecting central problems of film studies (e.g., authorship, genre, narratology, style, gender analysis, and the spectacle of violence) to moments of major transition in the American film industry (e.g., the Red Scare and the end of the Production Code in the 1950s; the emergence of the New Hollywood and the breakdown of the studio system in the 1960s; and the rise of the mega-blockbuster in the 1970s). Same as MACS 273. Prerequisite: Completion of the Composition I requirement.",Prerequisite: Completion of the Composition I requirement.,,,,,
