course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
BCS 101,BCS,101,First Year Bosnian-Croatian-Serbian I,4 Hours,"Oral and written work on pronunciation, grammar, and vocabulary. For students with no previous study of Bosnian, Croatian or Serbian.",,,,,,
BCS 102,BCS,102,First Year Bosnian-Croatian-Serbian II,4 Hours,Continuation of BCS 101. Prerequisite: BCS 101 or equivalent proficiency.,Prerequisite: BCS 101 or equivalent proficiency.,,,,,
BCS 115,BCS,115,South Slavic Cultures,3 Hours,"Exploration of South Slavic cultures in the historically rich and complex region sometimes referred to as ""the Balkans,"" focusing particularly on those groups found within the successor states of the former Yugoslavia. Critical look at the traditional view of the region as the crossroads or the bridge between East and West, and at the term Balkanization which has become a pejorative term used to characterize fragmented, and self-defeating social systems.",,,"Cultural Studies - Non-West
Social & Beh Sci - Soc Sci",,,
BCS 199,BCS,199,Undergraduate Open Seminar,1 to 5 Hours,May be repeated.,,,,,,
BCS 201,BCS,201,Second Year Bosnian-Croatian-Serbian I,4 Hours,Completion of grammar; written and oral exercises aimed at active command of the language. Prerequisite: BCS 102 or equivalent proficiency.,Prerequisite: BCS 102 or equivalent proficiency.,,,,,
BCS 202,BCS,202,Second Year Bosnian-Croatian-Serbian II,4 Hours,"Selected readings in Bosnian, Croatian, or Serbian literature and culture. Prerequisite: BCS 201 or equivalent proficiency.",Prerequisite: BCS 201 or equivalent proficiency.,,,,,
BCS 215,BCS,215,Yugoslavia and After,3 Hours,"Exploration of the effect of traumatic events, shifting cultural narratives, and social transformations on the construction of collective identities in Bosnia, Croatia and Serbia in the 20th and 21st centuries. Students will read historical and sociological works as well as fiction and poetry.",,,,,,
BCS 301,BCS,301,Third Year Bosnian-Croatian-Serbian I,3 Hours,"Analysis of the sound system and grammar of the contemporary Bosnian, Croatian, Serbian languages. Prerequisite: Knowledge of another Slavic language or consent of instructor.",Prerequisite: Knowledge of another Slavic language or consent of instructor.,,,,,
BCS 302,BCS,302,Third Year Bosnian-Croatian-Serbian II,3 Hours,Reading and analysis of selected texts. Prerequisite: BCS 301 or consent of instructor.,Prerequisite: BCS 301 or consent of instructor.,,,,,
